msec	Engine Speed(rpm)	Airflow Input(v)	Airflow Output(v)	Throttle Position(%)	Knock Sensor 1	Knock Sensor 2	I/J Input Duration	Ignition Timing	Charge Efficiency	Vehicle Speed Input	I/J Input Duty cycle	I/J Output Duty cycle	Airflow Adjustment(%)	Throttle Opening Rate	RPM Change Rate	REMOTE SWITCH	I/J Output Duration	I/J Adjustment Map(%)	Ignition Adjustment Map	
47260	2243	2.47	2.48	18.1	0	0	6.0	31.0	51	53	11.2	11.2	0.0	0	-27u	OFF	6.0	0.0	0.0	
47280	2238	2.47	2.47	17.9	0	0	5.6	31.0	51	53	10.4	10.4	0.0	0	-19u	OFF	5.6	0.0	0.0	
47300	2229	2.45	2.45	17.3	0	0	5.6	31.0	50	53	10.4	10.4	0.0	0	-19u	OFF	5.6	0.0	0.0	
47320	2224	2.46	2.46	17.1	0	0	5.6	31.0	51	53	10.3	10.3	0.0	0	-16u	OFF	5.6	0.0	0.0	
47340	2210	2.47	2.48	16.8	0	0	5.5	31.0	52	53	10.1	10.1	0.0	0	-19u	OFF	5.5	0.0	0.0	
47360	2200	2.46	2.46	16.8	0	0	5.5	31.0	51	53	10.0	10.0	0.0	0	-26u	OFF	5.5	0.0	0.0	
47380	2200	2.44	2.44	16.5	0	0	5.5	31.0	50	53	10.0	10.0	0.0	0	-10u	OFF	5.5	0.0	0.0	
47400	2189	2.46	2.46	16.5	0	0	5.5	31.0	51	53	10.0	10.0	0.0	0	-7u	OFF	5.5	0.0	0.0	
47420	2184	2.44	2.44	16.5	0	0	5.5	31.0	50	53	10.0	10.0	0.0	0	-17u	OFF	5.5	0.0	0.0	
47440	2179	2.39	2.39	16.5	0	0	5.7	31.0	48	53	10.3	10.3	0.0	0	-14u	OFF	5.7	0.0	0.0	
47460	2170	2.36	2.36	16.0	0	0	5.7	31.0	46	54	10.3	10.3	0.0	0	-11u	OFF	5.7	0.0	0.0	
47480	2168	2.37	2.37	16.0	0	0	5.7	31.0	46	54	10.3	10.3	0.0	0	-11u	OFF	5.7	0.0	0.0	
47500	2163	2.38	2.38	15.7	0	0	5.5	31.0	47	54	9.9	9.9	0.0	0	-7u	OFF	5.5	0.0	0.0	
47520	2158	2.34	2.34	15.5	0	0	5.5	31.0	45	54	9.8	9.8	0.0	0	-10u	OFF	5.5	0.0	0.0	
47540	2154	2.35	2.35	15.2	0	0	5.5	31.0	46	54	9.8	9.8	0.0	0	-11u	OFF	5.5	0.0	0.0	
47560	2148	2.35	2.35	14.9	0	0	5.4	31.0	46	54	9.6	9.6	0.0	0	-9u	OFF	5.4	0.0	0.0	
47580	2143	2.34	2.34	14.9	0	0	5.4	31.0	46	54	9.6	9.6	0.0	0	-11u	OFF	5.4	0.0	0.0	
47600	2142	2.34	2.34	14.7	0	0	5.4	31.0	46	54	9.6	9.6	0.0	0	-7u	OFF	5.4	0.0	0.0	
47620	2136	2.35	2.35	14.7	0	0	5.4	31.0	46	54	9.6	9.6	0.0	0	-4u	OFF	5.4	0.0	0.0	
47640	2136	2.34	2.34	14.7	0	0	5.4	31.0	46	54	9.6	9.6	0.0	0	-8u	OFF	5.4	0.0	0.0	
47660	2136	2.33	2.33	14.7	0	0	5.2	31.0	45	54	9.2	9.2	0.0	0	-4u	OFF	5.2	0.0	0.0	
47680	2132	2.42	2.42	14.4	0	0	5.2	31.0	51	54	9.2	9.2	0.0	0	-5u	OFF	5.2	0.0	0.0	
47700	2134	2.35	2.35	14.4	0	0	5.2	31.0	46	54	9.2	9.2	0.0	0	-5u	OFF	5.2	0.0	0.0	
47720	2131	2.34	2.34	14.4	0	0	5.1	31.0	46	54	9.0	9.0	0.0	0	-3u	OFF	5.1	0.0	0.0	
47740	2128	2.33	2.33	14.4	0	0	5.1	31.0	45	54	9.0	9.0	0.0	0	-6u	OFF	5.1	0.0	0.0	
47760	2131	2.35	2.35	14.4	0	0	5.1	31.0	46	54	9.0	9.0	0.0	0	-4u	OFF	5.1	0.0	0.0	
47780	2129	2.33	2.33	14.4	0	0	5.1	31.0	45	54	9.0	9.0	0.0	0	3u	OFF	5.1	0.0	0.0	
47800	2127	2.32	2.32	14.4	0	0	5.1	31.0	45	54	9.0	9.0	0.0	0	-5u	OFF	5.1	0.0	0.0	
47820	2130	2.33	2.33	14.4	0	0	5.1	31.0	45	54	9.0	9.0	0.0	0	4u	OFF	5.1	0.0	0.0	
47840	2126	2.34	2.34	14.4	0	0	5.0	31.0	46	54	8.8	8.8	0.0	0	3u	OFF	5.0	0.0	0.0	
47860	2128	2.32	2.32	14.1	0	0	5.0	31.0	45	54	8.8	8.8	0.0	0	-4u	OFF	5.0	0.0	0.0	
47880	2128	2.33	2.33	14.1	0	0	5.0	31.0	45	54	8.8	8.8	0.0	0	-4u	OFF	5.0	0.0	0.0	
47900	2124	2.34	2.34	14.1	0	0	5.0	31.0	46	54	8.8	8.8	0.0	0	-5u	OFF	5.0	0.0	0.0	
47920	2126	2.33	2.33	14.1	0	0	5.0	31.0	45	54	8.8	8.8	0.0	0	-5u	OFF	5.0	0.0	0.0	
47940	2126	2.32	2.32	14.1	0	0	4.9	31.0	45	54	8.6	8.6	0.0	0	4u	OFF	4.9	0.0	0.0	
47960	2122	2.33	2.33	14.1	0	0	4.9	31.0	45	54	8.6	8.6	0.0	0	-6u	OFF	4.9	0.0	0.0	
47980	2122	2.34	2.34	14.1	0	0	4.9	31.0	46	54	8.6	8.6	0.0	0	-5u	OFF	4.9	0.0	0.0	
48000	2119	2.33	2.33	14.1	0	0	4.9	31.0	45	54	8.6	8.6	0.0	0	2u	OFF	4.9	0.0	0.0	
48020	2118	2.32	2.32	14.1	0	0	4.9	31.0	45	54	8.6	8.6	0.0	0	-6u	OFF	4.9	0.0	0.0	
48040	2123	2.34	2.34	14.1	0	0	4.9	31.0	46	54	8.6	8.6	0.0	0	-6u	OFF	4.9	0.0	0.0	
48060	2120	2.34	2.34	14.1	0	0	4.9	31.0	46	54	8.6	8.6	0.0	0	6u	OFF	4.9	0.0	0.0	
48080	2121	2.33	2.33	14.1	0	0	4.9	31.0	45	54	8.6	8.6	0.0	0	-4u	OFF	4.9	0.0	0.0	
48100	2124	2.36	2.36	14.1	0	0	4.9	31.0	47	54	8.6	8.6	0.0	0	5u	OFF	4.9	0.0	0.0	
48120	2122	2.34	2.34	14.4	0	0	5.2	31.0	46	54	9.2	9.2	0.0	0	5u	OFF	5.2	0.0	0.0	
48140	2121	2.34	2.34	14.4	0	0	5.2	31.0	46	54	9.2	9.2	0.0	0	-3u	OFF	5.2	0.0	0.0	
48160	2133	2.34	2.34	14.4	0	0	5.2	31.0	46	54	9.2	9.2	0.0	0	9u	OFF	5.2	0.0	0.0	
48180	2131	2.37	2.37	14.4	0	0	5.3	31.0	47	54	9.4	9.4	0.0	0	11u	OFF	5.3	0.0	0.0	
48200	2135	2.34	2.34	14.4	0	0	5.3	31.0	46	54	9.4	9.4	0.0	0	7u	OFF	5.3	0.0	0.0	
48220	2138	2.38	2.38	14.4	0	0	5.3	31.0	48	54	9.4	9.4	0.0	0	7u	OFF	5.3	0.0	0.0	
48240	2136	2.44	2.44	14.7	0	0	5.3	31.0	52	54	9.4	9.4	0.0	0	6u	OFF	5.3	0.0	0.0	
48260	2141	2.49	2.49	15.2	0	0	5.3	31.0	55	54	9.4	9.4	0.0	0	5u	OFF	5.3	0.0	0.0	
48280	2145	2.46	2.46	15.2	0	0	5.7	31.0	53	54	10.1	10.1	0.0	1	9u	OFF	5.7	0.0	0.0	
48300	2146	2.51	2.51	15.5	0	0	5.7	31.0	56	54	10.2	10.2	0.0	1	8u	OFF	5.7	0.0	0.0	
48320	2177	2.51	2.51	16.8	0	0	5.7	31.0	55	54	10.3	10.3	0.0	1	12u	OFF	5.7	0.0	0.0	
48340	2183	2.49	2.49	17.1	0	0	5.7	31.0	54	54	10.3	10.3	0.0	1	9u	OFF	5.7	0.0	0.0	
48360	2187	2.50	2.50	17.1	0	0	5.7	31.0	54	54	10.4	10.4	0.0	1	10u	OFF	5.7	0.0	0.0	
48380	2186	2.51	2.51	17.3	0	0	5.8	31.0	55	54	10.5	10.5	0.0	1	7u	OFF	5.8	0.0	0.0	
48400	2190	2.51	2.51	17.3	0	0	5.8	30.0	55	54	10.6	10.6	0.0	0	-11u	OFF	5.8	0.0	0.0	
48420	2206	2.54	2.54	17.6	0	0	5.9	30.0	57	54	10.8	10.8	0.0	0	17u	OFF	5.9	0.0	0.0	
48440	2189	2.56	2.56	17.9	0	0	5.9	30.0	58	54	10.7	10.7	0.0	0	-17u	OFF	5.9	0.0	0.0	
48460	2198	2.58	2.58	18.1	0	0	5.9	30.0	59	54	10.8	10.8	0.0	0	-17u	OFF	5.9	0.0	0.0	
48480	2206	2.57	2.57	18.4	0	0	6.1	30.0	59	54	11.2	11.2	0.0	0	19u	OFF	6.1	0.0	0.0	
48500	2213	2.56	2.56	18.7	0	0	6.1	30.0	58	54	11.2	11.2	0.0	1	17u	OFF	6.1	0.0	0.0	
48520	2215	2.57	2.57	18.9	0	0	6.1	30.0	58	55	11.2	11.2	0.0	1	-11u	OFF	6.1	0.0	0.0	
48540	2225	2.58	2.58	19.2	0	0	6.4	30.0	59	55	11.8	11.8	0.0	1	21u	OFF	6.4	0.0	0.0	
48560	2217	2.55	2.56	19.5	0	0	6.4	30.0	57	55	11.8	11.8	0.0	1	11u	OFF	6.4	0.0	0.0	
48580	2234	2.55	2.56	19.5	0	0	6.5	30.0	57	55	12.1	12.1	0.0	1	12u	OFF	6.5	0.0	0.0	
48600	2244	2.59	2.59	19.7	0	0	6.5	30.0	59	55	12.1	12.1	0.0	0	33u	OFF	6.5	0.0	0.0	
48620	2255	2.58	2.58	19.7	0	0	6.5	30.0	58	55	12.2	12.2	0.0	0	21u	OFF	6.5	0.0	0.0	
48640	2262	2.58	2.58	19.7	0	0	6.5	30.0	58	55	12.2	12.2	0.0	0	18u	OFF	6.5	0.0	0.0	
48660	2264	2.57	2.57	19.7	0	0	6.5	30.0	57	55	12.2	12.2	0.0	0	18u	OFF	6.5	0.0	0.0	
48680	2270	2.59	2.59	19.7	0	0	6.5	30.0	58	55	12.3	12.3	0.0	0	10u	OFF	6.5	0.0	0.0	
48700	2275	2.63	2.62	19.7	0	0	6.5	30.0	61	55	12.3	12.3	0.0	0	15u	OFF	6.5	0.0	0.0	
48720	2286	2.61	2.61	19.7	0	0	6.5	30.0	59	55	12.4	12.4	0.0	0	15u	OFF	6.5	0.0	0.0	
48740	2293	2.60	2.60	20.0	0	0	6.7	30.0	58	55	12.8	12.8	0.0	1	23u	OFF	6.7	0.0	0.0	
48760	2299	2.61	2.61	20.0	0	0	6.7	30.0	59	55	12.7	12.7	0.0	1	23u	OFF	6.7	0.0	0.0	
48780	2297	2.61	2.61	20.0	0	0	6.7	30.0	59	55	12.8	12.8	0.0	1	25u	OFF	6.7	0.0	0.0	
48800	2300	2.63	2.63	20.0	0	0	6.8	30.0	60	55	13.0	13.0	0.0	0	14u	OFF	6.8	0.0	0.0	
48820	2301	2.60	2.60	20.3	0	0	6.8	30.0	58	55	13.0	13.0	0.0	0	14u	OFF	6.8	0.0	0.0	
48840	2307	2.60	2.60	20.3	0	0	6.8	30.0	58	55	13.0	13.0	0.0	0	9u	OFF	6.8	0.0	0.0	
48860	2300	2.63	2.64	20.3	0	0	6.5	30.0	61	55	12.4	12.4	0.0	0	-22u	OFF	6.5	0.0	0.0	
48880	2297	2.62	2.61	20.3	0	0	6.5	30.0	59	55	12.4	12.4	0.0	0	-22u	OFF	6.5	0.0	0.0	
48900	2323	2.61	2.61	20.3	0	0	6.5	30.0	58	55	12.5	12.5	0.0	0	-25u	OFF	6.5	0.0	0.0	
48920	2313	2.63	2.61	20.3	0	0	6.5	30.0	59	55	12.5	12.5	0.0	0	26u	OFF	6.5	0.0	0.0	
48940	2318	2.62	2.61	20.3	0	0	6.5	30.0	59	55	12.5	12.5	0.0	0	-18u	OFF	6.5	0.0	0.0	
48960	2321	2.63	2.64	20.3	0	0	6.4	30.0	60	55	12.4	12.4	0.0	0	16u	OFF	6.4	0.0	0.0	
48980	2322	2.63	2.63	20.5	0	0	6.4	30.0	60	55	12.4	12.4	0.0	0	20u	OFF	6.4	0.0	0.0	
49000	2322	2.61	2.61	20.5	0	0	6.4	30.0	58	56	12.3	12.3	0.0	0	20u	OFF	6.4	0.0	0.0	
49020	2310	2.62	2.61	20.5	0	0	6.4	30.0	59	56	12.3	12.3	0.0	0	23u	OFF	6.4	0.0	0.0	
49040	2306	2.63	2.63	20.5	0	0	6.4	30.0	60	56	12.3	12.3	0.0	0	-19u	OFF	6.4	0.0	0.0	
49060	2311	2.64	2.64	20.5	0	0	6.3	30.0	61	56	12.1	12.1	0.0	0	-19u	OFF	6.3	0.0	0.0	
49080	2312	2.60	2.60	20.5	0	0	6.3	30.0	58	56	12.1	12.1	0.0	0	11u	OFF	6.3	0.0	0.0	
49100	2315	2.63	2.63	20.5	0	0	6.3	30.0	60	56	12.1	12.1	0.0	0	8u	OFF	6.3	0.0	0.0	
49120	2314	2.64	2.64	20.5	0	0	6.3	30.0	61	56	12.1	12.1	0.0	0	12u	OFF	6.3	0.0	0.0	
49140	2315	2.63	2.62	20.5	0	0	6.3	30.0	60	56	12.1	12.1	0.0	0	-22u	OFF	6.3	0.0	0.0	
49160	2311	2.62	2.61	20.5	0	0	6.3	30.0	59	56	12.1	12.1	0.0	0	-16u	OFF	6.3	0.0	0.0	
49180	2314	2.63	2.62	20.5	0	0	6.3	30.0	60	56	12.1	12.1	0.0	0	20u	OFF	6.3	0.0	0.0	
49200	2318	2.64	2.64	20.5	0	0	6.3	30.0	61	56	12.1	12.1	0.0	0	20u	OFF	6.3	0.0	0.0	
49220	2310	2.64	2.64	20.3	0	0	6.6	30.0	61	56	12.7	12.7	0.0	0	-17u	OFF	6.6	0.0	0.0	
49240	2313	2.63	2.62	20.3	0	0	6.6	30.0	60	56	12.7	12.7	0.0	0	16u	OFF	6.6	0.0	0.0	
49260	2317	2.63	2.62	20.3	0	0	6.6	30.0	60	56	12.7	12.7	0.0	0	5u	OFF	6.6	0.0	0.0	
49280	2317	2.62	2.61	20.3	0	0	6.6	30.0	59	56	12.7	12.7	0.0	0	9u	OFF	6.6	0.0	0.0	
49300	2316	2.63	2.63	20.3	0	0	6.6	30.0	60	56	12.7	12.7	0.0	0	5u	OFF	6.6	0.0	0.0	
49320	2320	2.64	2.64	20.3	0	0	6.7	30.0	61	56	12.9	12.9	0.0	0	-4u	OFF	6.7	0.0	0.0	
49340	2328	2.58	2.58	20.3	0	0	6.7	30.0	56	56	13.0	13.0	0.0	0	10u	OFF	6.7	0.0	0.0	
49360	2332	2.63	2.64	20.3	0	0	6.7	30.0	60	56	13.0	13.0	0.0	0	-12u	OFF	6.7	0.0	0.0	
49380	2338	2.64	2.64	20.3	0	0	6.7	30.0	60	56	13.0	13.0	0.0	0	24u	OFF	6.7	0.0	0.0	
49400	2315	2.64	2.64	20.3	0	0	6.7	30.0	60	56	12.9	12.9	0.0	0	-17u	OFF	6.7	0.0	0.0	
49420	2327	2.61	2.61	20.3	0	0	6.7	30.0	58	56	13.0	13.0	0.0	0	-17u	OFF	6.7	0.0	0.0	
49440	2334	2.61	2.61	20.3	0	0	6.7	30.0	58	56	13.0	13.0	0.0	0	12u	OFF	6.7	0.0	0.0	
49460	2328	2.62	2.61	20.3	0	0	6.7	30.0	59	56	13.0	13.0	0.0	0	7u	OFF	6.7	0.0	0.0	
49480	2342	2.63	2.63	20.3	0	0	6.5	30.0	59	57	12.6	12.6	0.0	0	-5u	OFF	6.5	0.0	0.0	
49500	2333	2.62	2.61	20.3	0	0	6.5	30.0	59	57	12.6	12.6	0.0	0	-19u	OFF	6.5	0.0	0.0	
49520	2326	2.61	2.61	20.3	0	0	6.4	30.0	58	57	12.4	12.4	0.0	0	-24u	OFF	6.4	0.0	0.0	
49540	2332	2.63	2.63	20.0	0	0	6.4	30.0	60	57	12.4	12.4	0.0	0	21u	OFF	6.4	0.0	0.0	
49560	2332	2.63	2.62	20.0	0	0	6.4	30.0	59	57	12.4	12.4	0.0	0	21u	OFF	6.4	0.0	0.0	
49580	2322	2.62	2.61	20.0	0	0	6.3	30.0	59	57	12.2	12.2	0.0	0	-25u	OFF	6.3	0.0	0.0	
49600	2326	2.60	2.60	20.0	0	0	6.3	31.0	58	57	12.2	12.2	0.0	0	-18u	OFF	6.3	0.0	0.0	
49620	2328	2.59	2.59	19.7	0	0	6.3	31.0	57	57	12.2	12.2	0.0	0	-21u	OFF	6.3	0.0	0.0	
49640	2324	2.61	2.61	19.7	0	0	6.3	31.0	58	57	12.2	12.2	0.0	0	-21u	OFF	6.3	0.0	0.0	
49660	2328	2.60	2.60	19.7	0	0	6.3	30.0	58	57	12.2	12.2	0.0	0	-8u	OFF	6.3	0.0	0.0	
49680	2318	2.60	2.60	19.7	0	0	6.2	30.0	58	57	11.9	11.9	0.0	0	-10u	OFF	6.2	0.0	0.0	
49700	2309	2.59	2.59	19.5	0	0	6.2	30.0	57	57	11.9	11.9	0.0	0	-10u	OFF	6.2	0.0	0.0	
49720	2323	2.59	2.59	19.5	0	0	6.2	30.0	57	57	12.0	12.0	0.0	0	-13u	OFF	6.2	0.0	0.0	
49740	2327	2.59	2.59	19.5	0	0	6.1	30.0	57	57	11.8	11.8	0.0	0	16u	OFF	6.1	0.0	0.0	
49760	2310	2.59	2.59	19.5	0	0	6.1	31.0	57	57	11.7	11.7	0.0	0	20u	OFF	6.1	0.0	0.0	
49780	2314	2.56	2.56	19.2	0	0	6.4	31.0	55	57	12.3	12.3	0.0	0	-17u	OFF	6.4	0.0	0.0	
49800	2311	2.57	2.57	19.2	0	0	6.4	31.0	56	57	12.3	12.3	0.0	0	4u	OFF	6.4	0.0	0.0	
49820	2305	2.59	2.59	18.9	0	0	6.4	31.0	58	57	12.3	12.3	0.0	0	-3u	OFF	6.4	0.0	0.0	
49840	2317	2.60	2.60	18.9	0	0	6.4	31.0	58	57	12.3	12.3	0.0	0	12u	OFF	6.4	0.0	0.0	
49860	2318	2.56	2.56	18.7	0	0	6.4	31.0	55	57	12.3	12.3	0.0	0	12u	OFF	6.4	0.0	0.0	
49880	2316	2.56	2.56	18.7	0	0	6.4	31.0	55	57	12.3	12.3	0.0	0	-15u	OFF	6.4	0.0	0.0	
49900	2297	2.51	2.51	18.7	0	0	6.4	31.0	52	57	12.2	12.2	0.0	0	18u	OFF	6.4	0.0	0.0	
49920	2299	2.58	2.58	18.7	0	0	6.4	31.0	57	57	12.2	12.2	0.0	0	19u	OFF	6.4	0.0	0.0	
49940	2311	2.58	2.58	18.7	0	0	6.1	31.0	56	57	11.7	11.7	0.0	0	22u	OFF	6.1	0.0	0.0	
49960	2303	2.57	2.57	18.7	0	0	6.1	31.0	56	57	11.7	11.7	0.0	0	27u	OFF	6.1	0.0	0.0	
49980	2315	2.56	2.56	18.7	0	0	6.1	31.0	55	57	11.7	11.7	0.0	0	15u	OFF	6.1	0.0	0.0	
50000	2299	2.58	2.58	18.7	0	0	6.1	31.0	57	57	11.7	11.7	0.0	0	-25u	OFF	6.1	0.0	0.0	
50020	2296	2.57	2.57	18.4	0	0	6.1	31.0	56	57	11.6	11.6	0.0	0	-25u	OFF	6.1	0.0	0.0	
50040	2321	2.54	2.54	18.4	0	0	6.1	31.0	54	57	11.8	11.8	0.0	0	25u	OFF	6.1	0.0	0.0	
50060	2306	2.55	2.56	18.4	0	0	6.1	31.0	55	57	11.7	11.7	0.0	0	25u	OFF	6.1	0.0	0.0	
50080	2312	2.58	2.58	18.4	0	0	6.1	31.0	56	57	11.7	11.7	0.0	0	-20u	OFF	6.1	0.0	0.0	
50100	2304	2.55	2.56	18.4	0	0	6.0	31.0	55	57	11.5	11.5	0.0	0	11u	OFF	6.0	0.0	0.0	
50120	2313	2.51	2.51	18.1	0	0	6.0	31.0	52	57	11.5	11.5	0.0	0	-20u	OFF	6.0	0.0	0.0	
50140	2317	2.52	2.52	18.1	0	0	5.9	31.0	52	57	11.4	11.4	0.0	0	25u	OFF	5.9	0.0	0.0	
50160	2305	2.53	2.53	18.1	0	0	5.9	31.0	53	58	11.3	11.3	0.0	0	25u	OFF	5.9	0.0	0.0	
50180	2314	2.54	2.54	17.9	0	0	5.9	31.0	54	58	11.3	11.3	0.0	0	-22u	OFF	5.9	0.0	0.0	
50200	2304	2.54	2.54	17.9	0	0	5.8	31.0	54	58	11.1	11.1	0.0	0	19u	OFF	5.8	0.0	0.0	
50220	2289	2.51	2.51	17.6	0	0	5.8	31.0	53	58	11.1	11.1	0.0	0	-25u	OFF	5.8	0.0	0.0	
50240	2310	2.52	2.52	17.6	0	0	5.8	31.0	53	58	11.1	11.1	0.0	0	-15u	OFF	5.8	0.0	0.0	
50260	2302	2.54	2.54	17.6	0	0	5.7	31.0	54	58	10.9	10.9	0.0	0	21u	OFF	5.7	0.0	0.0	
50280	2289	2.53	2.53	17.6	0	0	5.7	32.0	54	58	10.8	10.8	0.0	0	20u	OFF	5.7	0.0	0.0	
50300	2307	2.52	2.52	17.6	0	0	5.7	32.0	53	58	10.9	10.9	0.0	0	-13u	OFF	5.7	0.0	0.0	
50320	2302	2.49	2.49	17.3	0	0	5.7	32.0	51	58	10.9	10.9	0.0	0	18u	OFF	5.7	0.0	0.0	
50340	2292	2.53	2.53	17.3	0	0	5.7	32.0	54	58	10.8	10.8	0.0	0	-14u	OFF	5.7	0.0	0.0	
50360	2314	2.52	2.52	17.3	0	0	5.9	32.0	53	58	11.3	11.3	0.0	0	-10u	OFF	5.9	0.0	0.0	
50380	2298	2.51	2.51	17.3	0	0	5.9	32.0	52	58	11.3	11.3	0.0	0	22u	OFF	5.9	0.0	0.0	
50400	2309	2.52	2.52	17.3	0	0	6.0	32.0	53	58	11.5	11.5	0.0	0	19u	OFF	6.0	0.0	0.0	
50420	2304	2.52	2.52	17.1	0	0	6.0	32.0	53	58	11.5	11.5	0.0	0	11u	OFF	6.0	0.0	0.0	
50440	2307	2.52	2.52	17.1	0	0	6.0	32.0	53	58	11.5	11.5	0.0	0	18u	OFF	6.0	0.0	0.0	
50460	2306	2.52	2.52	17.1	0	0	6.0	32.0	53	58	11.5	11.5	0.0	0	18u	OFF	6.0	0.0	0.0	
50480	2301	2.50	2.50	17.1	0	0	6.0	32.0	51	58	11.5	11.5	0.0	0	-12u	OFF	6.0	0.0	0.0	
50500	2316	2.51	2.51	16.8	0	0	6.0	32.0	52	58	11.6	11.6	0.0	0	16u	OFF	6.0	0.0	0.0	
50520	2312	2.51	2.51	16.8	0	0	6.1	32.0	52	58	11.7	11.7	0.0	0	-21u	OFF	6.1	0.0	0.0	
50540	2316	2.51	2.51	16.8	0	0	6.1	32.0	52	58	11.7	11.7	0.0	0	-22u	OFF	6.1	0.0	0.0	
50560	2303	2.50	2.50	16.8	0	0	6.1	32.0	51	58	11.7	11.7	0.0	0	22u	OFF	6.1	0.0	0.0	
50580	2301	2.53	2.53	16.8	0	0	6.1	32.0	53	58	11.7	11.7	0.0	0	-22u	OFF	6.1	0.0	0.0	
50600	2308	2.52	2.52	16.8	0	0	6.1	32.0	53	58	11.7	11.7	0.0	0	21u	OFF	6.1	0.0	0.0	
50620	2304	2.52	2.52	16.8	0	0	5.8	32.0	53	58	11.1	11.1	0.0	0	-14u	OFF	5.8	0.0	0.0	
50640	2315	2.51	2.51	16.8	0	0	5.8	32.0	52	58	11.1	11.1	0.0	0	-14u	OFF	5.8	0.0	0.0	
50660	2311	2.50	2.50	16.8	0	0	5.8	32.0	51	58	11.1	11.1	0.0	0	-14u	OFF	5.8	0.0	0.0	
50680	2295	2.51	2.51	16.8	0	0	5.8	32.0	53	58	11.1	11.1	0.0	0	14u	OFF	5.8	0.0	0.0	
50700	2321	2.53	2.53	16.8	0	0	5.8	32.0	53	58	11.2	11.2	0.0	0	-16u	OFF	5.8	0.0	0.0	
50720	2314	2.52	2.52	16.8	0	0	5.7	32.0	52	58	11.0	11.0	0.0	0	26u	OFF	5.7	0.0	0.0	
50740	2307	2.52	2.52	16.8	0	0	5.7	32.0	53	58	10.9	10.9	0.0	0	18u	OFF	5.7	0.0	0.0	
50760	2309	2.52	2.52	16.8	0	0	5.7	32.0	53	58	10.9	10.9	0.0	0	-13u	OFF	5.7	0.0	0.0	
50780	2307	2.52	2.52	16.8	0	0	5.7	32.0	53	59	10.9	10.9	0.0	0	8u	OFF	5.7	0.0	0.0	
50800	2321	2.52	2.52	16.8	0	0	5.7	33.0	53	59	11.0	11.0	0.0	0	-11u	OFF	5.7	0.0	0.0	
50820	2298	2.51	2.51	16.8	0	0	5.7	33.0	52	59	10.9	10.9	0.0	0	23u	OFF	5.7	0.0	0.0	
50840	2298	2.50	2.50	16.8	0	0	5.7	33.0	52	59	10.9	10.9	0.0	0	-23u	OFF	5.7	0.0	0.0	
50860	2305	2.51	2.51	16.8	0	0	5.7	32.0	52	59	10.9	10.9	0.0	0	21u	OFF	5.7	0.0	0.0	
50880	2300	2.51	2.51	16.8	0	0	5.7	32.0	52	59	10.9	10.9	0.0	0	21u	OFF	5.7	0.0	0.0	
50900	2300	2.51	2.51	16.8	0	0	5.7	32.0	52	59	10.9	10.9	0.0	0	-19u	OFF	5.7	0.0	0.0	
50920	2309	2.50	2.50	16.8	0	0	5.6	32.0	51	59	10.7	10.7	0.0	0	23u	OFF	5.6	0.0	0.0	
50940	2314	2.51	2.51	16.8	0	0	5.6	32.0	52	59	10.8	10.8	0.0	0	23u	OFF	5.6	0.0	0.0	
50960	2322	2.51	2.51	16.8	0	0	5.6	32.0	52	59	10.8	10.8	0.0	0	-20u	OFF	5.6	0.0	0.0	
50980	2326	2.52	2.52	16.8	0	0	5.9	32.0	52	59	11.4	11.4	0.0	0	23u	OFF	5.9	0.0	0.0	
51000	2310	2.50	2.50	16.8	0	0	5.9	32.0	51	59	11.3	11.3	0.0	0	-23u	OFF	5.9	0.0	0.0	
51020	2313	2.52	2.52	16.8	0	0	5.9	32.0	52	59	11.3	11.3	0.0	0	-23u	OFF	5.9	0.0	0.0	
51040	2314	2.53	2.53	16.8	0	0	5.9	32.0	53	59	11.3	11.3	0.0	0	18u	OFF	5.9	0.0	0.0	
51060	2318	2.52	2.52	16.8	0	0	5.9	32.0	52	59	11.4	11.4	0.0	0	5u	OFF	5.9	0.0	0.0	
51080	2320	2.49	2.49	16.8	0	0	5.9	32.0	50	59	11.4	11.4	0.0	0	11u	OFF	5.9	0.0	0.0	
51100	2316	2.50	2.50	16.8	0	0	5.9	32.0	51	59	11.4	11.4	0.0	0	11u	OFF	5.9	0.0	0.0	
51120	2326	2.50	2.50	16.8	0	0	5.9	33.0	51	59	11.4	11.4	0.0	0	17u	OFF	5.9	0.0	0.0	
51140	2321	2.52	2.52	16.8	0	0	5.9	33.0	52	59	11.4	11.4	0.0	0	17u	OFF	5.9	0.0	0.0	
51160	2330	2.51	2.51	16.8	0	0	5.9	32.0	52	59	11.4	11.4	0.0	0	13u	OFF	5.9	0.0	0.0	
51180	2327	2.50	2.50	16.8	0	0	6.0	32.0	51	59	11.6	11.6	0.0	0	13u	OFF	6.0	0.0	0.0	
51200	2314	2.52	2.52	16.8	0	0	6.0	32.0	53	59	11.5	11.5	0.0	0	-20u	OFF	6.0	0.0	0.0	
51220	2316	2.53	2.53	16.8	0	0	6.0	32.0	53	59	11.5	11.5	0.0	0	24u	OFF	6.0	0.0	0.0	
51240	2328	2.50	2.50	16.8	0	0	5.8	32.0	51	59	11.2	11.2	0.0	0	24u	OFF	5.8	0.0	0.0	
51260	2329	2.50	2.50	16.8	0	0	5.8	32.0	51	59	11.2	11.2	0.0	0	26u	OFF	5.8	0.0	0.0	
